ticker,security,rec,,yahoo diagram,outlook,rating,use,trust,upward_trend,outlook_date,sector,industry,webscrape_date,net_income,ft_employee,div_yield,one_year,three_year,five_year,ten_year,fifteen_year,avg,rd,peg,profit_margin,roa,roe
MA,MasterCard,,,,76,,0,0,yes,8/4/18,Financial Services,Credit Services,12/28/20,,,0.48,13.49,31.1,28.21,31.71,,,,2,43.13,23.36,125.19
PKG,Packaging Corp. of America,,,,,,,,,,Consumer Cyclical,Packaging & Containers,12/28/20,,,2.43,24.23,6.64,18.54,19.87,13.9,,,0,7.05,6.45,15.06
LII,Lennox International,,,,70,,1,0,maybe,8/4/18,Industrials,Diversified Industrials,12/28/20,,,1.07,13.34,11.05,17.66,19.58,16.75,,,4,,,
PKX,Posco,,,,,,,,,,,,12/28/20,981123,,2.92,22.01,-5.1,13.16,-2.81,3.9,,105148,0,1.65,1.21,2.19
PLD,Prologis,,,,,,1,0,,8/4/18,Real Estate,REIT - Industrial,12/28/20,,,2.27,13.32,17.52,20.31,13.78,6.13,,,5.3,38,3.32,5.79
PLNT,Planet Fitness,,,,,,,,,,,,1/1/21,6,nan,—,3.95,30.88,38.76,—,—,,—,0,nan,nan,nan
PLT,Plantronics,,,,,,,,,,,,12/28/20,,,1.1,-4.17,-19.3,-10.31,-2.13,0.6,,,0,-54.36,-31.8,-328.66
PLUG,Plug Power,,,,,,,,,,,,1/1/21,-104,nan,—,973.1,143.11,74.26,24.77,-2.72,,41,0,-33.76,-10.1,-34.43
PM,Philip Morris International,,,,61,,1,0,,8/4/18,Consumer Defensive,Tobacco,12/28/20,,,6.22,1.32,-2.71,3.34,7.62,—,,,2.2,,,
PNC,PNC Financial Services Group,,,,54,,0,0,maybe,8/4/18,Financial Services,Banks - Regional - US,12/28/20,,,3.33,-6.03,2.72,11.12,11.05,7.15,,,0,39.81,1.65,13.96
PNW,Pinnacle West Capital,,,,,,1,0,,8/4/18,Utilities,Utilities - Regulated Electric,12/28/20,,,3.88,-8.79,0.67,7.44,9.45,6.76,,,3.9,18.03,3.33,11.13
POST,Post Holdings,,,,39,2.7,,,,9/8/19,Consumer Defensive,Packaged Foods,1/1/21,1,nan,—,-7.42,8.43,10.36,—,—,,—,2.8,0.01,0.01,0.03
V,Visa,,,,74,3.8,0,0,yes,11/3/20,Financial Services,Credit Services,12/28/20,,,0.58,11.92,23.42,22.19,28.73,,,,3.5,49.74,14.16,36.01
PPG,PPG Industries,,,,50,,1,0,,8/4/18,Basic Materials,Specialty Chemicals,12/28/20,1079,,1.43,10.15,9.11,8.96,14.51,12.32,,388,26.3,7.85,5.93,20.44
PPL,PPL,,,,,,,,,,Utilities,Utilities - Regulated Electric,12/28/20,,,5.83,-19.85,0.75,0.39,5.52,3.73,,,0,20.22,3.34,12.06
PRU,"Prudential Financial, Inc.",,,,,,,,no,,Financial Services,Insurance - Life,12/28/20,,,5.82,-13.51,-8.58,2.75,5.76,2.55,,,2.2,-0.16,-0.01,-0.14
PSO,Pearson,,,,25,,1,0,,8/4/18,Consumer Cyclical,Publishing,12/28/20,,,2.83,11.48,0.8,-0.3,-0.74,2.63,,,0,7.5,3.42,6.26
PSX,Phillips 66,,,,72,,1,0,,8/4/18,Energy,Oil & Gas Refining & Marketing,12/28/20,,,5.94,-36.1,-7.86,-0.06,—,—,,,2.6,-3.52,-4.79,-12.14
ILMN,Illumina,,,,69,,1,0,maybe,8/4/18,Healthcare,Diagnostics & Research,1/1/21,638,nan,—,11.53,19.19,14.03,19.3,30.22,,644,2.4,19.7,8.8,13.96
ARRY,Array BioPharma Inc.,,,,,,,,too early,,,,1/1/21,96,nan,—,—,—,—,—,—,,—,2.3,8.44,14,20.5
PVH,PVH,,,,,,,,,,Consumer Cyclical,Apparel Manufacturing,12/28/20,,,0.09,-10.33,-11.5,5.32,3.78,7.44,,,3.9,-14.99,-8.4,-21.49
DF,Dean Foods,,,,,,,,,,Consumer Defensive,Packaged Foods,1/1/21,-15,nan,nan,nan,nan,nan,nan,nan,,—,0,nan,nan,nan
PXD,Pioneer Natural Resources,,,,,,1,0,,8/4/18,Energy,Oil & Gas E&P,12/28/20,,,2.08,-24.52,-12.24,-1.52,2.98,5.56,,,0.9,2.26,0.93,1.47
SYMC,Symantec,,,,48,,0,0,,8/4/18,Technology,Software - Application,1/1/21,3258,nan,nan,nan,nan,nan,nan,nan,,270,1.2,131.8,28.91,115.61
PZN,Pzena Investment Management,,,,,,,,,,,,12/28/20,,,8.26,-7.71,-6.5,2.11,4.51,—,,,0,2.46,2.01,12.42
PZZA,Papa Johns,,,,43,,0,0,no,8/4/18,Consumer Cyclical,Restaurants,12/28/20,,,1.12,37.69,16.62,10.66,21.03,12.96,,,5.2,,,
QCOM,Qualcomm,,,,45,,0,0,maybe,8/4/18,Technology,Semiconductors,12/28/20,5198,,1.73,70.51,34.15,26.51,12.95,9.37,,5975,0.9,22.09,15.17,94.63
PIR,Pier 1 Imports,,,,40,,0,0,,8/4/18,Consumer Cyclical,Specialty Retail,1/1/21,19263,nan,nan,nan,nan,nan,nan,nan,,—,1.5,3.51,1.62,10.55
QRTEA,Qurate Retail,,,,,,,,,,Consumer Cyclical,Specialty Retail,1/1/21,679,nan,—,65.72,-16.99,-12.55,1.34,—,,—,0,4.89,4.02,16.52
QRVO,Qorvo,,,,,,1,0,no,8/4/18,Technology,Semiconductors,,,,,,,,,,,,,,,
QSR,Restaurant Brands International,,,,,,1,0,no,8/4/18,Consumer Cyclical,Restaurants,12/28/20,,,3.62,-2.35,2.81,12.81,—,—,,,0,11,2.5,23.82
QTRH,Quarterhill Inc,,,,,,,,,,,,12/28/20,36,,,57.52,5.53,8.51,-5,11.11,,6,0,18.79,10.77,12.72
QTT,Qutoutiao,,,,,,,,,,,,1/1/21,-1574,nan,—,-53.37,—,—,—,—,,1036,0,nan,nan,nan
AAL.L,Anglo American plc,,,,,,,,,,Basic Materials,Other Industrial Metals & Mining,,,,,,,,,,,,,,,
R,Ryder System,,,,,,,,,,Industrials,Rental & Leasing Services,12/28/20,,,3.78,22.93,-5.93,5.14,4.71,4.79,,,0,-2.37,-1.43,-8.7
RAD,Rite Aid,,,,,,,,,,Consumer Defensive,Pharmaceutical Retailers,1/1/21,-350,nan,—,2.33,-26.21,-36.78,-1.09,-9.4,,—,0,-1.51,-3.45,-44.76
RAMP,LiveRamp Holdings,,,,,,,,,,,,1/1/21,-88,nan,—,52.26,38.48,28.46,15.62,8.07,,114,0,-21.33,-6.75,-7.85
RCL,Royal Caribbean Cruises Ltd,,,,72,3.8,0,0,maybe,9/8/19,Consumer Cyclical,Leisure,12/28/20,,,1.98,-46.27,-14,-4.14,6.23,4.45,,,0,-88.6,-13.49,-40.95
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,,,,,,,,,,Industrials,Marine Shipping,,,,,,,,,,,,,,,
REGN,Regeneron Pharmaceuticals,,,,70,,1,0,,8/4/18,Healthcare,Biotechnology,1/1/21,3156,nan,—,28.66,8.72,-2.31,30.85,25.56,,3130,0.9,34.14,21.02,30.6
AGN,"Allergan, Plc",,,,46,,1,0,,8/4/18,Healthcare,Drug Manufacturers - Specialty & Generic,,,,,,,,,,,,,,,
RF,Regions Financial,,,,45,3.2,1,0,,9/8/19,Financial Services,Banks - Regional - US,12/28/20,,,4.06,-3.66,0.29,13.38,10.77,-2.7,,,4.7,12.7,0.56,4.88
RGA,Reinsurance Group of America,,,,,,,,,,Financial Services,Insurance - Reinsurance,12/28/20,,,2.43,-28.08,-7.89,7.61,9.08,7.05,,,0,3.64,0.66,4.19
RHI,Robert Half International,,,,,,1,0,,8/4/18,Industrials,Staffing & Outsourcing Services,12/28/20,,,2.12,2.2,5.79,7.53,8.69,4.43,,,2.5,6.08,13.32,28.16
AKS,AK Steel Holding,,,,,,,,,,Basic Materials,Steel,,,,,,,,,,,,,,,
RIO,Rio Tinto,,,,53,3.6,,,no,9/8/19,Basic Materials,Industrial Metals & Minerals,12/28/20,,,5.94,35.23,20.43,25.81,4.34,6.9,,,0,17.21,8.4,18.27
RJF,Raymond James Financial,,,,,,,,,,Financial Services,Capital Markets,12/28/20,,,1.63,4.64,2.24,11.11,11.82,9.82,,,3.5,10.36,1.89,11.93
RL,Ralph Lauren,,,,41,,1,0,,8/4/18,Consumer Cyclical,Apparel Manufacturing,12/28/20,,,1.6,-13.56,1.73,-0.48,0.59,5.14,,,4,-1.74,-1.09,-2.99
RLGY,Realogy Holdings,,,,,,,,,,Real Estate,Real Estate Services,1/1/21,-423,nan,—,35.54,-19.64,-17.18,—,—,,—,0,-7.68,-5.73,-21.65
AMTD,TD Ameritrade Holding,,,,57,,0,0,maybe,8/4/18,Financial Services,Capital Markets,,,,,,,,,,,,,,,
ANTHM,Anthem,,,,,,,,,,,,,,,,,,,,,,,,,,
RNWK,RealNetworks,,,,,,,,,,,,1/1/21,-19,nan,nan,30,-23.02,-18.16,-10.47,-10.83,,32,0,-11.12,-11.7,-48.09
ASNA,Ascena Retail Group,,,,,,,,,,Consumer Cyclical,Apparel Stores,,,,,,,,,,,,,,,
AXE,Anixter International,,,,,,,,,,Industrials,Industrial Distribution,,,,,,,,,,,,,,,
BF-B,Brown-Forman,,,,83,,1,0,yes,8/4/18,Consumer Defensive,Beverages - Wineries & Distilleries,,,,,,,,,,,,,,,
ROST,Ross Stores,,,,45,,1,0,,8/4/18,Consumer Cyclical,Apparel Stores,12/28/20,,,0.5,2.77,14.33,17.45,22.76,20.64,,,3.4,2.39,2.76,9.64
BITA,Bitauto Holdings Limited,,,,,,,,,,Consumer Cyclical,Advertising Agencies,,,,,,,,,,,,,,,
ROYT,Pacific Coast Oil Trust,,,,,,1,0,,8/4/18,Energy,Oil & Gas E&P,,,,,,,,,,,,,,,
BKS,Barnes & Noble,,,,27,,0,0,,8/4/18,Consumer Cyclical,Specialty Retail,,,,,,,,,,,,,,,
RRC,Range Resources Corp.,,,,37,,1,0,,8/4/18,Energy,Oil & Gas E&P,12/28/20,,,0.27,46.46,-24.12,-21.34,-15.62,-7.11,,,0,-134.04,-33.44,-85.42
RRD,R.R. Donnelley & Sons Company,,,,,,,,,,Industrials,Business Services,12/28/20,,,4.29,-51.18,-35.72,-9.21,-1.96,-3.76,,,0,,,
RS,Reliance Steel & Aluminum,,,,,,,,,,Basic Materials,Steel,12/28/20,,,2.12,-0.02,13.08,16.89,10.11,10.23,,,0,4.44,5.02,8.01
RSG,Republic Services,,,,,,1,0,,8/4/18,Industrials,Waste Management,12/28/20,,,1.7,8.58,14.4,18.26,13.56,10.32,,,3,10.05,4.49,12.49
RTN,Raytheon,,,,71,,1,0,no,8/4/18,Industrials,Aerospace & Defense,,,,,,,,,,,,,,,
CA,CA Technologies Inc,,,,40,,1,0,,8/4/18,Information Technology,Systems Software,,,,,,,,,,,,,,,
SABR,Sabre Corporation,,,,,,,,,,,,12/28/20,,,2.49,-49.32,-15.29,-13.32,—,—,,,0,-48.89,-15.81,-121.4
SAFT,Safety Insurance Group,,,,41,3.5,1,0,yes,9/8/19,Financial Services,Insurance - Property & Casualty,12/28/20,,,5.05,-12.8,3.01,10.93,7.98,6.85,,,0,13.52,5.53,13.84
SAH,Sonic Automotive,,,,,,,,,,Consumer Cyclical,Auto & Truck Dealerships,12/28/20,,,0.99,26.76,27.14,11.43,11.56,4.09,,,0.4,-0.64,-1.64,-7.45
SAM,"The Boston Beer Company, Inc.",,,,,,,,no,,Consumer Defensive,Beverages - Brewers,,,,,,,,,,,,,,,
SAN,Santander,,,,,,,,,,Financial Services,Banks - Global,12/28/20,,,,-19.21,-16.5,-3.33,-2.85,-0.78,,,3,-17.96,-0.45,-7.64
SANM,Sanmina,,,,,,,,,,Technology,Electronic Components,1/1/21,140,nan,nan,-6.86,-1.13,9.15,10.76,1.49,,23,0,2.01,3.64,8.54
SAVE,Spirit Airlines,,,,55,,1,0,no,8/4/18,Industrials,Airlines,,,,,,,,,,,,,,,
SBGI,Sinclair Broadcast Group,,,,46,,1,0,,8/4/18,Consumer Cyclical,Broadcasting - TV,12/28/20,,,,-2.64,-4.2,1.43,16.66,10.41,,,0,,,
SBNY,Signature Bank,,,,69,3.1,,,no,9/8/19,Financial Services,Banks - Regional - US,12/28/20,,,2,0.01,0.17,-1.87,10.57,11.21,,,0,33.66,0.89,10.36
CATX,Credit Acceptance Corp,,,,,,,,,,,,,,,,,,,,,,,,,,
CELG,Celgene,,,,69,,1,0,,8/4/18,Healthcare,Drug Manufacturers - Major,,,,,,,,,,,,,,,
SCHW,Charles Schwab,,,,64,,0,0,,8/4/18,Financial Services,Capital Markets,12/28/20,,,1.48,8.36,1.16,10.53,12.59,9.4,,,0,27.61,0.8,12.52
SCI,Service Corporation International,,,,,,,,,,Consumer Cyclical,Personal Services,12/28/20,,,1.54,8.36,10.89,14.65,20.51,13.37,,,1.5,13.62,3.41,26.26
CGROU,Collective Growth Corp,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP,NASDAQ Composite Index,,,,,,,,,,,,,,,,,,,,,,,,,,
SEB,Seaboard,,,,,,,,,,Industrials,Conglomerates,12/28/20,,,0.28,-26,-9.54,1.02,4.68,4.56,,,0,2.78,3.24,5.57
CYOU,Changyou.com Limited,,,,,,1,0,,8/4/18,Technology,Electronic Gaming & Multimedia,,,,,,,,,,,,,,,
SEE,Sealed Air,,,,,,1,0,,8/4/18,Consumer Cyclical,Packaging & Containers,12/28/20,,,1.42,16.04,-0.73,2.38,7.4,4.5,,,3.4,,,
SFM,Sprouts Farmers Market,,,,,,1,0,,8/4/18,Consumer Defensive,Grocery Stores,1/1/21,251,nan,—,3.88,-6.19,-5.44,—,—,,—,0.9,4.02,9.04,36.65
SFUN,Fang Holdings Limited,,,,,,,,no,,Technology,Internet Content & Information,,,,,,,,,,,,,,,
DHXM,DHX Media,,,,,,,,,,,,,,,,,,,,,,,,,,
DPS,Dr Pepper Snapple Group,,,,36,,0,0,,8/4/18,Consumer Defensive,Beverages - Soft Drinks,,,,,,,,,,,,,,,
SHI,Sinopec,,,,,,,,,,Energy,Oil & Gas Refining & Marketing,12/28/20,,,7.75,-25.15,-19.42,-3.12,0.2,2.34,,,0,-0.83,-1.39,-2.15
SHLD,Sears Holdings,,,,13,,1,0,no,8/4/18,Consumer Cyclical,Department Stores,,,,,,,,,,,,,,,
EICHERMOT.NS,Eicher Motors Limited,,,,,,,,,,,,,,,,,,,,,,,,,,
EVHC,Envision Healthcare,,,,29,,1,0,,8/4/18,Healthcare,Medical Care,,,,,,,,,,,,,,,
SINA,SINA Corporation,,,,,,,,,,Technology,Internet Content & Information,12/28/20,,,,10.03,-25.88,0.45,-3.07,5.03,,,0,-4.67,-1.42,-3.78
SIRI,Sirius XM Holdins Inc,,,,,,1,0,,8/4/18,Consumer Cyclical,Broadcasting - Radio,12/28/20,,,,-10.93,6.32,9.75,15.07,-0.27,,,1.4,,,
SIX,Six Flags Entertainment Group,,,,,,0,0,yes,8/4/18,Consumer Cyclical,Leisure,12/28/20,,,3.51,-26.72,-15.77,-3.65,14.19,—,,,0,,,
SJI,"South Jersey Industries, Inc.",,,,,,,,,,Utilities,Utilities - Diversified,12/28/20,,,5.13,-29.1,-6.87,2.68,1.76,5.77,,,0,8.39,2.05,8.37
SJM,JM Smucker,,,,,,1,0,,8/4/18,Consumer Defensive,Packaged Foods,12/28/20,,,3.04,15.33,0.31,1.17,8.09,8.7,,,14.7,10.87,5.2,10.56
SJR,Shaw Communications,,,,,,,,,,,,12/28/20,,,5.07,-8.78,-4.03,4.93,2.41,6.98,,,0,12.56,4.27,10.85
SKT,Tanger Factory Outleet Centers,,,,,,1,0,,8/4/18,Real Estate,REIT - Retail,12/28/20,,,11.3,-24.49,-18.22,-12.88,-1.64,3.61,,,0,-12.34,-2.19,-12.25
SKX,Sketchers,,,,,,,,,,,,1/1/21,105,nan,—,-16.79,-1.7,3.53,18.35,13.89,,—,0,2.28,2.04,4.58
SLM,SLM Corp,,,,,,1,0,,8/4/18,Financial Services,Credit Services,12/28/20,,,1.13,36.45,2.49,13.96,9.15,-3.64,,,0,31.06,1.87,25.2
EXAS,Exact Sciences Corporation,,,,,,,,,,Healthcare,Diagnostics & Research,,,,,,,,,,,,,,,
SMLP,Summit Midstream Partners LP,,,,,,1,0,,8/4/18,Energy,Oil & Gas Midstream,12/28/20,,,41.14,-70.05,-38.78,-12.64,—,—,,,0,-63.09,-9.2,-26.65
SNA,Snap-on,,,,48,3.3,1,0,,9/8/19,Industrials,Tools & Accessories,12/28/20,,,2.54,3.15,1.3,1.71,13.08,11.73,,,2.3,15.44,9.92,17.01
SNAP,Snap,,,,86,,0,0,no,8/4/18,Technology,Internet Content & Information,12/28/20,,,,221.27,49.03,—,—,—,,,0,-49.74,-24.7,-47.42
SNDL,Sundial Growers,,,,,,,,,,,,1/1/21,-321,nan,—,-84.27,—,—,—,—,,1,0,-432.64,-74.64,-159.64
SNE,Sony,,,,,,,,,,,,12/28/20,,,0.5,43.6,28.95,31.82,10.84,6.49,,,2.4,11.27,3.99,20.93
FDC,First Data,,,,,,,,,,,,,,,,,,,,,,,,,,
FINL,Finish Line,,,,44,,0,0,,8/4/18,,,,,,,,,,,,,,,,,
SNR,New Senior Investment Group Inc,,,,,,1,0,no,8/4/18,Real Estate,REIT - Diversified,12/28/20,,,7.05,-26.24,-2.65,-2.18,—,—,,,0,-2.65,-0.45,-3.93
SNX,Synnex,,,,,,,,,,Industrials,Business Services,12/28/20,,,0.25,29.32,7.62,12.59,18.47,17.25,,,0.6,2.03,3.93,12.6
SNY,Sanofi,,,,,,1,0,,8/4/18,Healthcare,Drug Manufacturers - Major,12/28/20,11037,,3.39,-2.5,7.09,5.37,7.16,3.11,,5738,3,29.28,9.75,18.45
SO,Southern,,,,,,,,,,Utilities,Utilities - Regulated Electric,12/28/20,,,4.24,-1.25,11.47,8.77,7.89,6.48,,,3.5,15.73,2.64,11.37
SOHU,Sohu.com Limited,,,,,,1,0,,8/4/18,Technology,Internet Content & Information,1/1/21,-113,nan,nan,42.58,-28.36,-22.55,-12.91,-0.93,,422,0,-6.04,-3.86,-24.09
SONO,Sonos,,,,,,,,no,,,,,,,,,,,,,,,,,,
FTR,Frontier Communications,,,,18,,1,0,,8/4/18,Communication Services,Telecom Services,,,,,,,,,,,,,,,
SPG,Simon Property Group,,,,49,,0,0,,8/4/18,Real Estate,REIT - Retail,12/28/20,,,8.24,-38.01,-13.92,-9.16,4.67,5.28,,,0,27.15,4.12,62.11
GHDX,"Genomic Health, Inc.",,,,,,,,,,Healthcare,Diagnostics & Research,,,,,,,,,,,,,,,
SPLK,Splunk,,,,,,,,no,,,,,,,,,,,,,,,,,,
SPOT,Spotify,,,,,,0,0,no,,Technology,Internet Content & Information,,,,,,,,,,,,,,,
SPPI,"Spectrum Pharmaceuticals, Inc.",,,,,,,,,,Healthcare,Biotechnology,1/1/21,-160,nan,nan,-6.32,-43.54,-10.77,-6.36,-1.14,,85,0,nan,nan,nan
SPR,Axel Springer SE,,,,,,,,,,Industrials,Aerospace & Defense,12/28/20,,,0.44,-48.25,-23.37,-3.96,6.71,—,,,0,-11.29,-7.62,-36.36
SPTN,SpartanNash,,,,,,,,,,Consumer Defensive,Food Distribution,12/28/20,,,4.07,26,-9.81,-1.14,2.64,5.14,,,0,0.74,2.9,9.54
SPWH,Sportsman Warehouse,,,,,,,,,,,,1/1/21,71,nan,—,118.56,38.47,6.35,—,—,,—,0,5.62,10.44,52.2
GNC,GNC Holdings,,,,26,,1,0,,8/4/18,Consumer Defensive,Pharmaceutical Retailers,,,,,,,,,,,,,,,
SR,Spire Inc.,,,,,,,,,,Utilities,Utilities - Regulated Gas,12/28/20,,,3.89,-19.89,-1.46,4.66,8.56,7.78,,,3.5,3.97,0.93,3.22
SRE,Sempra Energy,,,,,,,,,,Utilities,Utilities - Diversified,12/28/20,,,3.22,-13.01,8.5,8.42,11.59,8.94,,,2.8,34.08,5.76,20.82
SRI,"Stoneridge, Inc.",,,,,,,,,,Consumer Cyclical,Auto Parts,1/1/21,-7,nan,nan,3.1,9.76,15.35,6.71,10.66,,50,0,-1.13,-1.25,-2.71
SRLP,Sprague Resources LP,,,,,,1,0,,8/4/18,Energy,Oil & Gas Refining & Marketing,12/28/20,,,15.48,22.36,1.35,8.38,—,—,,,0,1.29,3.42,42.3
SRNE,Sorrento Therapeutics,,,,,,,,,,,,1/1/21,-290,nan,nan,101.92,21.56,-4.76,-7.57,—,,106,0,-698.01,-49.83,-230.59
HCLTECH.NS,HCL Technologies Limited,,,,,,,,maybe,,,,,,,,,,,,,,,,,,
SSNLF,Samsung Electron,,,,,,,,,,,,1/1/21,24873372,nan,—,2,1.43,18.95,14.26,11.52,,20808619,0,9.3,6,8.36
SSY,Sysco,,,,,,,,,,Healthcare,Medical Care,1/1/21,-1,nan,—,18.69,-7.22,6.69,-2.4,-13.24,,—,0,-2.62,-4.51,-8.64
SSYS,Stratasys Ltd,,,,,,,,,,Technology,Computer Systems,1/1/21,-458,nan,—,2.45,1.25,-2.47,-4.44,3.42,,89,0,-84.95,-39.78,-48.89
ST,Sensata Technologies Holding plc,,,,31,3.2,,,,9/8/19,Technology,Scientific & Technical Instruments,1/1/21,96,nan,—,-2.1,1.05,2.75,5.77,—,,137,2.3,3.22,1.34,3.71
HCP,HCP,,,,82,,1,0,,8/4/18,Real Estate,REIT - Healthcare Facilities,,,,,,,,,,,,,,,
HINDUNILVR.NS,Hindustan Unilever,,,,,,,,,,,,,,,,,,,,,,,,,,
STL,Sterling Bancorp,,,,,,,,,,Financial Services,Banks - Regional - US,12/28/20,,,1.75,-13.81,-9.8,3.28,7.03,4.44,,,0,24.82,0.82,5.64
STLD,Steel Dynamics,,,,,,,,,,Basic Materials,Steel,12/28/20,,,2.73,7.91,-3.4,17.2,8.79,11.13,,,10.9,5.18,5.85,11.73
IMB.L,Imperial Brands Plc,,,,,,,,,,,,,,,,,,,,,,,,,,
STOR,STORE Capital,,,,,,,,,,,,12/28/20,,,4.33,-6.51,13.21,11.43,—,—,,,0,31.24,2.63,4.71
STT,State Street Corp.,,,,,,1,0,,8/4/18,Financial Services,Asset Management,12/28/20,,,2.95,-7.26,-7.49,3.69,6.1,2.9,,,1.8,20.95,0.87,10.09
STX,Seagate Technology,,,,20,,0,0,,8/4/18,Technology,Data Storage,12/28/20,1027,,4.42,10.22,18.76,15.6,18.82,9.94,,941,5.2,10.02,11.67,57.2
STZ,"Constellation Brands (Corona, Svedka,...)",,,,68,,0,0,yes,8/4/18,Consumer Defensive,Beverages - Wineries & Distilleries,12/28/20,,,,17.12,0.11,9.78,26.22,15.65,,,2.5,13.45,4.05,9.48
SU,Suncor Energy,,,,,,,,,,Energy,Oil & Gas Integrated,12/28/20,,,5.92,-44.65,-16.73,-3.61,-3.88,-1.09,,,0,-23.56,-7.34,-15.91
SUN,Sunoco LP,,,,,,1,0,,8/4/18,Energy,Oil & Gas Refining & Marketing,12/28/20,,,11.88,2.51,10.58,2.99,—,—,,,0,1.73,3.99,30.35
INDUSINDBK.NS,IndusInd Bank Limited,,,,,,,,,,,,,,,,,,,,,,,,,,
SWI,Solarwinds,,,,,,,,,,,,1/1/21,39,nan,—,-19.41,—,—,—,—,,122,0,3.86,0.73,1.44
SWIR,"Sierra Wireless, Inc.",,,,,,,,,,Technology,Communication Equipment,1/1/21,-61,nan,—,52.98,-10.6,-1.48,-0.21,1.85,,90,0,-9.88,-9.4,-16.75
SWK,Stanley Black & Decker,,,,60,,0,0,,8/4/18,Industrials,Tools & Accessories,12/28/20,,,1.51,10.67,3.93,12.49,11.67,10.19,,,2.3,6.87,4.29,11.61
INFY.NS,Infosys Limited,,,,,,,,maybe,,,,,,,,,,,,,,,,,,
SWN,Southwestern Energy,,,,19,,1,0,,8/4/18,Energy,Oil & Gas E&P,,,,,,,,,,,,,,,
SYF,Synchrony Financial,,,,,,1,0,no,8/4/18,Financial Services,Credit Services,12/28/20,,,2.89,-4.07,-2.06,4.01,—,—,,,0.3,8.86,1.34,10.16
INTL,INTL FCStone,,,,,,,,,,Financial Services,Capital Markets,,,,,,,,,,,,,,,
ITC.BO,ITC Limited,,,,,,,,,,,,,,,,,,,,,,,,,,
SYY,Sysco,,,,57,,1,0,,8/4/18,Consumer Defensive,Food Distribution,12/28/20,,,,-13.07,8.34,14.07,11.38,7.13,,,2.2,-0.04,-0.1,-1.14
T,AT&T,,,,47,,1,0,no,8/4/18,Communication Services,Telecom Services,12/28/20,,,7.23,-21.02,-3.67,2.22,5.03,5.55,,,7.3,6.34,2.02,6.11
TA,TravelCenters of America,,,,,,,,,,Consumer Cyclical,Specialty Retail,1/1/21,35,nan,—,90.09,16.72,-7.06,5.63,—,,—,0,0.69,1.08,5.99
TAK,Takeda Pharmaceuticals,,,,,,,,,,,,12/28/20,56051,,4.76,-5.06,-10.28,-1.9,1.22,—,,486996,0.1,1.74,0.44,1.18
ITV.L,ITV Plc,,,,,,,,,,,,,,,,,,,,,,,,,,
TAP,Molson Coors Brewing,,,,,,,,,,Consumer Defensive,Beverages - Brewers,12/28/20,,,2.48,-13.59,-15.09,-10.85,1.63,4.47,,,13.9,5.94,2.04,4.38
ITX.MC,Industria de Diseno Textil SA,,,,,,,,,,,,,,,,,,,,,,,,,,
JE/:LN,Just Eat PLC,,,,,,,,,,,,,,,,,,,,,,,,,,
TCS,Tata Consultancy Services,,,,60,,1,0,yes,8/4/18,Consumer Cyclical,Specialty Retail,1/1/21,18,nan,—,126.07,26.26,3.07,—,—,,—,0,2.12,1.64,6.73
TD,The Toronto-Dominion Bank,,,,,,,,,,Financial Services,Banks - Global,12/28/20,,,4.3,4.49,2.95,10.69,7.25,7.58,,,0,26.86,0.74,13.54
JMAT.L,Johnson Matthey Plc,,,,,,,,,,,,,,,,,,,,,,,,,,
TDOC,Teladoc,,,,,,1,0,no,,Technology,Health Information Services,,,,,,,,,,,,,,,
JMEI,Jumei International Holding Limited,,,,,,,,,,Consumer Cyclical,Specialty Retail,,,,,,,,,,,,,,,
JSWSTEEL.NS,JSW Steel Limited,,,,,,,,,,,,,,,,,,,,,,,,,,
KEY.TO,Keyera Corp.,,,,,,,,,,,,,,,,,,,,,,,,,,
TECK,Teck Resources Limited,,,,,,,,,,Basic Materials,Industrial Metals & Minerals,12/28/20,,,0.93,2.43,-10.72,35.55,-9.24,-0.27,,,0,-24.72,-5.45,-10.12
TEL,TE Connectivity Ltd.,,,,47,3.5,1,0,,9/8/19,Technology,Electronic Components,12/28/20,,,1.67,27.86,9.67,14.46,14.09,—,,,1.8,-1.98,-1.24,-2.42
TEN,Tenneco,,,,,,,,,,Consumer Cyclical,Auto Parts,1/1/21,-2001,nan,—,-19.08,-41.28,-22.48,-10.99,-2.78,,275,nan,-13.45,-15.88,-322.48
TER,Teradyne,,,,,,1,0,no,8/4/18,Technology,Semiconductor Equipment & Materials,12/28/20,713,,0.36,72.89,41.02,41.22,23.72,15.07,,361,0,23.63,23.24,41.02
TEVA,Teva Pharmaceutical Industries,,,,,,1,0,,8/4/18,Healthcare,Drug Manufacturers - Specialty & Generic,1/1/21,-4031,nan,—,-1.53,-20.14,-28.98,-10.19,-4.99,,936,0.7,-24.18,-7.54,-34.48
TGI,Triumph Group,,,,17,,1,0,,8/4/18,Industrials,Aerospace & Defense,12/28/20,,,0.61,-53.07,-22.44,-17.58,-11.2,-2.04,,,0,,,
TGNA,TEGNA,,,,49,,1,0,,8/4/18,Consumer Cyclical,Broadcasting - TV,12/28/20,,,1.94,-18.72,0,-1.96,7.68,-3.31,,,0.9,11.97,4.66,19.42
TGT,Target,,,,47,,0,0,,8/4/18,Consumer Defensive,Discount Stores,12/28/20,,,1.49,38.37,40.76,20.66,12.47,8.86,,,1.8,4.31,8.1,30.74
